!konkombers	NSE konkombers
!konkomberse	NSM konkombers
!konkombersie	NSED konkombers
!konkombersies	NSMD konkombers
10e_Laan	NEE Tiende_Laan
Antiogeners	NEM Antiochener
Antiogië	NEE Antiochië
anti-oorlogskamp	NSE antioorlogskamp
anti-oorlogsparty	NSE antioorlogsparty
anti-pingelmiddel	NSE antipingelmiddel
anti-pingelmiddele	NSM antipingelmiddel
anti-pingelmiddels	NSM antipingelmiddel
antirassisme-veldtog	NSE antirassismeveldtog
antirassisme-veldtogte	NSM antirassismeveldtog
antirefluks-tegniek	NSE antireflukstegniek
antirefluks-tegnieke	NSM antireflukstegniek
anti-retroviraal	ASP antiretroviraal
anti-retrovirale	ASA antiretroviraal
antirevolusionêr	ASP antirewolusionêr	NSE antirewolusionêr
anti-revolusionêr	ASP antirewolusionêr	NSE antirewolusionêr
antirevolusionêre	ASA antirewolusionêr	NSM antirewolusionêr
anti-revolusionêre	ASA antirewolusionêr	NSM antirewolusionêr
anti-rewolusionêr	ASP antirewolusionêr	NSE antirewolusionêr
anti-rewolusionêre	ASA antirewolusionêr	NSM antirewolusionêr
anti-rooktablet	NSE antirooktablet
anti-rooktablette	NSM antirooktablet
antisemiet	NSE anti-Semiet
antisemiete	NSM anti-Semiet
antisemities	ASP anti-Semities
antisemitiese	ASA anti-Semities
anti-semitisme	NSE antisemitisme
anti-Semitisme	NSE antisemitisme
anti-siklonaal	ASP antisiklonaal
anti-siklonale	ASA antisiklonaal
anti-stolmiddel	NSE antistolmiddel
anti-stolmiddele	NSM antistolmiddel
anti-stolmiddels	NSM antistolmiddel
anti-translasie	NSE antitranslasie
anti-translasies	NSM antitranslasie
anti-vaxxer	NSE antivakser
anti-vaxxers	NSM antivakser
Anton_Lembede-straat	NEE Anton_Lembedestraat
antropologie-professor	NSE antropologieprofessor
antropologie-professore	NSM antropologieprofessor
antropologie-professors	NSM antropologieprofessor
Antroposeen-era	NEE Antroposeenera
apartheidera	NSE apartheidsera
apartheid-era	NSE apartheidsera
Apgar-telling	NSE apgartelling
Apgar-tellinge	NSM apgartelling
Apgar-tellings	NSM apgartelling
Apgar-toets	NSE apgartoets
Apgar-toetse	NSM apgartoets
aphelium	NSE afelium
apheliums	NSM afelium
Aphrodite	NEE Afrodite
Apollo-program	NEE Apolloprogram
Apollo-teater	NEE Apolloteater
Appaloosa-perd	NSE Appaloosaperd
Appaloosa-perde	NSM Appaloosaperd
app-winkel	NSE appwinkel
app-winkels	NSM appwinkel
Aquarius	NEE Akwarius
Aquariuskonstellasie	NEE Akwariuskonstellasie
Aquarius-konstellasie	NEE Akwariuskonstellasie
Aquitanië	NEE Akwitanië
arachisolie	NSE aragisolie
Arandis-kampus	NEE Arandiskampus
arborio-rys	NSE arboriorys
Archeïes	ASP Argeïes
Archeïese	ASA Argeïes
archivalia	NSM argivalia
Arderne-tuin	NEE Ardernetuin
Arebbusch-rivier	NEE Arebbuschrivier
Arend-newel	NEE Arendnewel
argeologie-professor	NSE argeologieprofessor
argeologie-professore	NSM argeologieprofessor
argeologie-professors	NSM argeologieprofessor
Argimedes	NEE Archimedes
Argumentum_ad_hominem	NSE argumentum_ad_hominem
Aristarchos	NEE Aristargos
Aristarchus	NEE Aristargus
Aristophanes	NEE Aristofanes
Aristoteles-vertaling	NSE Aristotelesvertaling
Aristoteles-vertalinge	NSM Aristotelesvertaling
Aristoteles-vertalings	NSM Aristotelesvertaling
Arkado-Cipries	NEE Arkado-Sipries	ASP Arkado-Sipries
Arkado-Cipriese	ASA Arkado-Sipries
armblanke-probleem	NSE armblankeprobleem
armblanke-vraagstuk	NSE armblankevraagstuk
armoede-verligting	NSE armoedeverligting
aromaterapie-massering	NSE aromaterapiemassering
aromaterapie-masserings	NSM aromaterapiemassering
arritmie	NSE aritmie
arritmies	ASP aritmies
arritmiese	ASP aritmies
art._21-maatskappy	NSE artikel_21-maatskappy
Art._21-maatskappy	NSE artikel_21-maatskappy
art_21-maatskappy	NSE artikel_21-maatskappy
Art_21-maatskappy	NSE artikel_21-maatskappy
Art_deco	NSE art_deco
art_déco	NSE art_deco
Art_déco	NSE art_deco
Art_deco-ambagsliede	NSM art_deco-ambagsman
art_déco-ambagsliede	NSM art_deco-ambagsman
Art_déco-ambagsliede	NSM art_deco-ambagsman
Art_deco-ambagslui	NSM art_deco-ambagsman
art_déco-ambagslui	NSM art_deco-ambagsman
Art_déco-ambagslui	NSM art_deco-ambagsman
Art_deco-ambagsman	NSE art_deco-ambagsman
art_déco-ambagsman	NSE art_deco-ambagsman
Art_déco-ambagsman	NSE art_deco-ambagsman
Art_deco-ambagsmanne	NSM art_deco-ambagsman
art_déco-ambagsmanne	NSM art_deco-ambagsman
Art_déco-ambagsmanne	NSM art_deco-ambagsman
Art_deco-ambagsmans	NSM art_deco-ambagsman
art_déco-ambagsmans	NSM art_deco-ambagsman
Art_déco-ambagsmans	NSM art_deco-ambagsman
Art_deco-argitektuur	NSE art_deco-argitektuur
art_déco-argitektuur	NSE art_deco-argitektuur
Art_déco-argitektuur	NSE art_deco-argitektuur
Art_deco-gebou	NSE art_deco-gebou
art_déco-gebou	NSE art_deco-gebou
Art_déco-gebou	NSE art_deco-gebou
Art_deco-geboue	NSM art_deco-gebou
art_déco-geboue	NSM art_deco-gebou
Art_déco-geboue	NSM art_deco-gebou
Art_deco-kuns	NSE art_deco-kuns
art_déco-kuns	NSE art_deco-kuns
Art_déco-kuns	NSE art_deco-kuns
Art_deco-kunstenaar	NSE art_deco-kunstenaar
art_déco-kunstenaar	NSE art_deco-kunstenaar
Art_déco-kunstenaar	NSE art_deco-kunstenaar
Art_deco-kunstenaars	NSM art_deco-kunstenaar
art_déco-kunstenaars	NSM art_deco-kunstenaar
Art_déco-kunstenaars	NSM art_deco-kunstenaar
Art_deco-meubel	NSE art_deco-meubel
art_déco-meubel	NSE art_deco-meubel
Art_déco-meubel	NSE art_deco-meubel
Art_deco-meubels	NSM art_deco-meubel
art_déco-meubels	NSM art_deco-meubel
Art_déco-meubels	NSM art_deco-meubel
Art_deco-ontwerpkuns	NSE art_deco-ontwerpkuns
art_déco-ontwerpkuns	NSE art_deco-ontwerpkuns
Art_déco-ontwerpkuns	NSE art_deco-ontwerpkuns
Art_deco-teater	NSE art_deco-teater
art_déco-teater	NSE art_deco-teater
Art_déco-teater	NSE art_deco-teater
Art_nouveau	NSE art_nouveau
Art_nouveau-element	NSE art_nouveau-element
Art_nouveau-elemente	NSM art_nouveau-element
Art_nouveau-styl	NSE art_nouveau-styl
Arthur-meer	NEE Arthurmeer
arthurroman	NSE arturroman
arthur-roman	NSE arturroman
Arthur-roman	NSE arturroman
arthurromans	NSM arturroman
arthur-romans	NSM arturroman
Arthur-romans	NSM arturroman
Artikel_21-maatskappy	NSE artikel_21-maatskappy
artillerie-bombardement	NSE artilleriebombardement
artillerie-bombardemente	NSM artilleriebombardement
artur-roman	NSE arturroman
Artur-roman	NSE arturroman
artur-romans	NSM arturroman
Artur-romans	NSM arturroman
arykraakbeentjie	NSE arikraakbeentjie
arykraakbeentjies	NSM arikraakbeentjie
As_gevolg_van	SVS as_gevolg_van
As_sodanig	BS as_sodanig
As_'t_ware	BS as_'t_ware
Aserbeidjan	NEE Azerbeidjan
Aserbeidjanner	NEE Azerbeidjanner
Aserbeidjanners	NEM Azerbeidjanner
Aserbeidjans	ASP Azerbeidjans	NEE Azerbeidjans
Aserbeidjanse	ASA Azerbeidjans
aspirant-digter	NSE aspirantdigter
aspirant-digters	NSM aspirantdigter
aspirant-offisier	NSE aspirantoffisier
aspirant-offisiere	NSM aspirantoffisier
aspirant-offisiers	NSM aspirantoffisier
aspirant-onderwyser	NSE aspirantonderwyser
aspirant-onderwysers	NSM aspirantonderwyser
asr	NSE asser
Asr	NSE asser
Assalamoe_aleikoem	W assalamoe_aleikoem
assalamoe_alykoem	W assalamoe_aleikoem
Assalamoe_alykoem	W assalamoe_aleikoem
Assegaaibosch-reservaat	NEE Assegaaiboschreservaat
Assegaayboschreservaat	NEE Assegaaiboschreservaat
Assegaaybosch-reservaat	NEE Assegaaiboschreservaat
Assessor_synodi	NSE assessor_synodi
Assessor_Synodi	NSE assessor_synodi
assistent-argivaris	NSE assistentargivaris
assistent-argivarisse	NSM assistentargivaris
assistent-bestuurder	NSE assistentbestuurder
assistent-bestuurders	NSM assistentbestuurder
assistent-bibliotekaris	NSE assistentbibliotekaris
assistent-bibliotekarisse	NSM assistentbibliotekaris
assistent-direkteur	NSE assistentdirekteur
assistent-direkteure	NSM assistentdirekteur
assistent-direkteurs	NSM assistentdirekteur
assistent-generaal	NSE assistentgeneraal
assistent-generaals	NSM assistentgeneraal
assistent-hoofbestuurder	NSE assistenthoofbestuurder
assistent-hoofbestuurders	NSM assistenthoofbestuurder
assistent-kommissaris	NSE assistentkommissaris
assistent-kommissarisse	NSM assistentkommissaris
assistent-landdros	NSE assistentlanddros
assistent-landdroste	NSM assistentlanddros
assistent-magistraat	NSE assistentmagistraat
assistent-magistrate	NSM assistentmagistraat
assistent-professor	NSE assistentprofessor
assistent-professore	NSM assistentprofessor
assistent-professors	NSM assistentprofessor
assistent-redakteur	NSE assistentredakteur
assistent-redakteure	NSM assistentredakteur
assistent-redakteurs	NSM assistentredakteur
assistent-sekretaris	NSE assistentsekretaris
assistent-sekretarisse	NSM assistentsekretaris
assistent-superintendent	NSE assistentsuperintendent
assistent-superintendente	NSM assistentsuperintendent
assistent-tegnici	NSM assistenttegnikus
assistent-tegnikus	NSE assistenttegnikus
assistent-tegnikusse	NSM assistenttegnikus
Assoean	NEE Aswan
asteroïde-opsporing	NSE asteroïdeopsporing
asundeton	NSE asindeton
asundetons	NSM asindeton
Atheens	ASP Ateens
Atheense	ASA Ateens
Athene	NEE Atene
Athener	NEE Atener
Atheners	NEM Atener
Athlone-meer	NEE Athlonemeer
Athlone-stadion	NEE Athlonestadion
atoom-tydhou	NSE atoomtydhou
Atterbury-teater	NEE Atterburyteater
Attie_Bas-straat	NEE Attie_Basstraat
Attie_Potgieter-straat	NEE Attie_Potgieterstraat
Au_fait	ASP au_fait
Au_pair	NSE au_pair	VTHOG au_pair
aubade	NSE oubade
aubades	NSM oubade
Auckland_Park	NEE Aucklandpark
Audi_alteram_partem	RO audi_alteram_partem
Augrabies-waterval	NEE Augrabieswaterval
augur	NSE ougur
augure	NSM ougur
augurs	NSM ougur
Augustus-besoek	NSE Augustusbesoek
aula	NSE oula
aulas	NSM oula
aura	NSE oura
auras	NSM oura
aurora	NSE ourora
Aurora_australis	NSE aurora_australis
Aurora_borealis	NSE aurora_borealis
Aurora_polaris	NSE aurora_polaris
Aurora-hospitaal	NEE Aurorahospitaal
auroras	NSM ourora
Ausspannplatz_Garten_Straat	NEE Ausspannplatz_Gartenstraat
Ausspannplatz_Garten-straat	NEE Ausspannplatz_Gartenstraat
australopitheseen	NSE australopiteseen
australopithesene	NSM australopiteseen
autodafé	NSE auto-da-fé
autodafés	NSM auto-da-fé
ave_maria	NEE Ave_Maria
ave_Maria	NEE Ave_Maria
Ave_maria	NEE Ave_Maria
Axali_Doesebstraat	NEE Axali_Doësebstraat
Axali_Doeseb-straat	NEE Axali_Doësebstraat
Axali_Doëseb-straat	NEE Axali_Doësebstraat
Azapo	NEE AZAPO
Azerbaidjan	NEE Azerbeidjan
Azerbaidjanner	NEE Azerbeidjanner
Azerbaidjanners	NEM Azerbeidjanner
Azerbaidjans	ASP Azerbeidjans	NEE Azerbeidjans
Azerbaidjanse	ASA Azerbeidjans
BA	NSE B.A.
BA(Ed)	NSE B.A.(Ed.)
baardskeerder-spinnekop	NSE baardskeerderspinnekop
baardskeerder-spinnekoppe	NSM baardskeerderspinnekop
Baba_ghanoesj	NSE baba_ghanoesj
baba-bobbejaan	NSE bababobbejaan
baba-bobbejane	NSM bababobbejaan
baba-olifant	NSE babaolifant
baba-olifante	NSM babaolifant
baba-ontwikkeling	NSE babaontwikkeling
Baden_Powellrylaan	NEE Baden-Powellrylaan
Baden_Powell-rylaan	NEE Baden-Powellrylaan
Baden_Powellverbypad	NEE Baden-Powellverbypad
Baden_Powell-verbypad	NEE Baden-Powellverbypad
Baden-Powell-rylaan	NEE Baden-Powellrylaan
Baden-Powell-verbypad	NEE Baden-Powellverbypad
Badi_elaichi	NSE badi_elaichi
BAdmin	NSE B.Admin.
Baffin-eiland	NEE Baffineiland
BA-graad	NSE B.A.-graad
BA-grade	NSM B.A.-graad
BAgric	NSE B.Agric.
BAHons	NSE B.A.Hons.
bahuvrihi-samestelling	NSE bahuvrihisamestelling
bahuvrihi-samestellinge	NSM bahuvrihisamestelling
bahuvrihi-samestellings	NSM bahuvrihisamestelling
Bakensrivier	NEE Baakensrivier
baldansmarathon	NSE baldansmaraton
baldansmarathonne	NSM baldansmaraton
baldansmarathons	NSM baldansmaraton
bal-en-klou-poot	NSE bal-en-kloupoot
bal-en-klou-pote	NSM bal-en-kloupoot
Balfour-verklaring	NEE Balfourverklaring
balsem-kopiva	NSE balsemkopiva
Bambata-opstand	NEE Bambataopstand
BAMus	NSE B.A.Mus.
BAMus-student	NSE B.A.Mus.-student
BAMus-studente	NSM B.A.Mus.-student
Banach-rooster	NSE banachrooster
Banach-roosters	NSM banachrooster
báng	ASA bang	ASP bang	BS bang	VTHOG bang
Bangwaketsi	NEM Bangwaketse
Bangweulu-meer	NEE Bangweulumeer
banjo-klank	NSE banjoklank
banjo-klanke	NSM banjoklank
bank-app	NSE bankapp
bank-apps	NSM bankapp
Bankovs-boulevard	NEE Bankovsboulevard
bant-manie	NSE bantmanie
Bantoe-administrasie	NSE Bantoeadministrasie
Bantoe-administrasieraad	NSE Bantoeadministrasieraad
Bantoe-administrasieraadskantoor	NSE Bantoeadministrasieraadskantoor
Bantoe-administrasieraadskantore	NSM Bantoeadministrasieraadskantoor
Bantoe-administrasierade	NSM Bantoeadministrasieraad
Bantoe-dienskneg	NSE Bantoedienskneg
Bantoe-diensknegte	NSM Bantoedienskneg
Bantoe-onderwys	NSE Bantoeonderwys
Bantoe-ontwikkeling	NSE Bantoeontwikkeling
Bantoe-owerhede	NSM Bantoeowerheid
Bantoe-owerheid	NSE Bantoeowerheid
Bantoe-selfbestuur	NSE Bantoeselfbestuur
Bantoe-woord	NSE Bantoewoord
Bantoe-woorde	NSM Bantoewoord
Bantuadministrasie	NSE Bantoeadministrasie
Bantu-administrasie	NSE Bantoeadministrasie
Bantuadministrasieraad	NSE Bantoeadministrasieraad
Bantu-administrasieraad	NSE Bantoeadministrasieraad
Bantuadministrasieraadskantoor	NSE Bantoeadministrasieraadskantoor
Bantu-administrasieraadskantoor	NSE Bantoeadministrasieraadskantoor
Bantuadministrasieraadskantore	NSM Bantoeadministrasieraadskantoor
Bantu-administrasieraadskantore	NSM Bantoeadministrasieraadskantoor
Bantuadministrasierade	NSM Bantoeadministrasieraad
Bantu-administrasierade	NSM Bantoeadministrasieraad
Bantugemeenskap	NSE Bantoegemeenskap
Bantugemeenskappe	NSM Bantoegemeenskap
Bantuonderwys	NSE Bantoeonderwys
Bantu-onderwys	NSE Bantoeonderwys
Bantusprekend	ASP Bantoesprekend
Bantusprekende	ASA Bantoesprekend	NSE Bantoesprekende
Bantusprekendes	NSM Bantoesprekende
BA-program	NSE B.A.-program
BA-programme	NSM B.A.-program
Baragwanath-hospitaal	NEE Baragwanathhospitaal
BArch	NSE B.Arch.
Barentssee	NEE Barentszsee
Barents-see	NEE Barentszsee
Barentsz-see	NEE Barentszsee
barion-asimmetrie	NSE barionasimmetrie
Barnt_Carlsson-weg	NEE Barnt_Carlssonweg
Baron_van_Rheede-straat	NEE Baron_van_Rheedestraat
barracuda	NSE barrakuda
barracudas	NSM barrakuda
barutonese	NSE baritonese
bas-af	ASA basaf	ASP basaf	BS basaf
basalt-klip	NSE basaltklip
basalt-klippe	NSM basaltklip
basis-transformasie	NSE basistransformasie
basis-transformasies	NSM basistransformasie
bas-relief	NSE basreliëf
bas-reliëf	NSE basreliëf
bas-reliefs	NSM basreliëf
bas-reliëfs	NSM basreliëf
Bass-straat	NEE Bassstraat
Baster-Afrikaans	NEE Basterafrikaans
baster-eland	NSE bastereland
baster-elande	NSM bastereland
Bastille-dag	NEE Bastilledag
BA-student	NSE B.A.-student
BA-studente	NSM B.A.-student
Batawiër	NEE Bataviër
Batawiërs	NEM Bataviër
battery-laaivlak	NSE batterylaaivlak
battery-laaivlakke	NSM batterylaaivlak
bauxiet	NSE bouksiet
BA-vak	NSE B.A.-vak
BA-vakke	NSM B.A.-vak
Baven-on-Sea	NEE Baven_on_Sea
Baxter-teater	NEE Baxterteater
Bayes-net	NSE bayesnet
Bayes-nette	NSM bayesnet
Bayes-statistiek	NSE bayesstatistiek
Bayes-stelling	NSE bayesstelling
bazooka	NSE bazoeka
bazookas	NSM bazoeka
BBibl	NSE B.Bibl.
BChD	NSE B.Ch.D.
BChD.	NSE B.Ch.D.
BChD-graad	NSE B.Ch.D.-graad
BCom	NSE B.Com.
BCom(Ed)	NSE B.Com.(Ed.)
BCom-graad	NSE B.Com.-graad
BCom-graadkursus	NSE B.Com.-graadkursus
BCom-graadkursusse	NSM B.Com.-graadkursus
BCom-grade	NSM B.Com.-graad
BCompt	NSE B.Compt.
BCur	NSE B.Cur.
BD	NSE B.D.
BDiac	NSE B.Diac.
BDiv	NSE B.Div.
BDram	NSE B.Dram.
bdsm	NSE BDSM
bdsm-ervaring	NSE BDSM-ervaring
bdsm-ervaringe	NSM BDSM-ervaring
bdsm-ervarings	NSM BDSM-ervaring
bdsm-kultuur	NSE BDSM-kultuur
bdsm-spel	NSE BDSM-spel
bdsm-speletjie	NSED BDSM-spel
bdsm-speletjies	NSMD BDSM-spel
bdsm-verhouding	NSE BDSM-verhouding
bdsm-verhoudinge	NSM BDSM-verhouding
bdsm-verhoudings	NSM BDSM-verhouding
beau_ideal	NSE beau_idéal
Beau_ideal	NSE beau_idéal
Beau_idéal	NSE beau_idéal
Beau_monde	NSE beau_monde
BEcon	NSE B.Econ.
BEcon(Ed)	NSE B.Econ.(Ed.)
BEd	NSE B.Ed.
bed-en-ontbyt-akkommodasie	NSE bed-en-ontbytakkommodasie
BEd-program	NSE B.Ed.-program
BEd-programme	NSM B.Ed.-program
beek-lamprei	NSE beeklamprei
beek-lampreie	NSM beeklamprei
beeldbou-aksie	NSE beeldbouaksie
beeldbou-aksies	NSM beeldbouaksie
been-af	ASA beenaf	ASP beenaf	BS beenaf
been-voor-paaltjie-beslissing	NSE been-voor-paaltjiebeslissing
been-voor-paaltjie-beslissings	NSM been-voor-paaltjiebeslissing
beginner-tuinier	NSE beginnertuinier
beginner-tuiniere	NSM beginnertuinier
beginner-tuiniers	NSM beginnertuinier
begin-waarskynlikhede	NSM beginwaarskynlikheid
begin-waarskynlikheid	NSE beginwaarskynlikheid
behaviourisme	NSE behaviorisme
behoefte-analise	NSE behoefteanalise
behoefte-analises	NSM behoefteanalise
beïnvloeder-ekonomie	NSE beïnvloederekonomie
bek-af	ASA bekaf	ASP bekaf	BS bekaf
bek-en-klou-seer	NSE bek-en-klouseer
bek-en-klou-seer-vry	ASP bek-en-klouseervry
bek-en-klou-seer-vrye	ASA bek-en-klouseervry
bek-en-klou-virus	NSE bek-en-klouvirus
Bel_canto	NSE bel_canto
belasting-direktief	NSE belastingdirektief
belasting-direktiewe	NSM belastingdirektief
belcanto	NSE bel_canto
Bellair	NEE Bellaire
belle_epoque	NEE Belle_Époque
Belle_epoque	NEE Belle_Époque
Belle_Epoque	NEE Belle_Époque
belle_époque	NEE Belle_Époque
Belle_époque	NEE Belle_Époque
Belville	NEE Bellville
Bembesi	NEE Bembezi
Ben_Pienaar-straat	NEE Ben_Pienaarstraat
benede-Ryn	NEE Benede-Ryn
Benelux-land	NSE Beneluxland
Benelux-lande	NSM Beneluxland
Benguela-dolfyn	NSE bengueladolfyn
Benguela-dolfyne	NSM bengueladolfyn
Benguela-rivier	NEE Benguelarivier
Benguela-stroom	NEE Benguelastroom
Benguela-stroomgebied	NEE Benguelastroomgebied
berg-af	ASA bergaf	ASP bergaf	BS bergaf
berg-op	ASA bergop	ASP bergop	BS bergop
Bergrivier_Boulevard	NEE Bergrivierboulevard
Bergrivier-boulevard	NEE Bergrivierboulevard
Bergrivier-kanowedvaart	NEE Bergrivierkanowedvaart
beri-beri	NSE berrie-berrie
Bermuda-driehoek	NEE Bermudadriehoek
Berner-konvensie	NEE Bernerkonvensie
Bernice_Keerweg	NEE Bernicekeerweg
Bernice-keerweg	NEE Bernicekeerweg
Bernouilli-verdeling	NSE bernouilliverdeling
Bernouilli-verdelinge	NSM bernouilliverdeling
Bernouilli-verdelings	NSM bernouilliverdeling
beroerte-aanval	NSE beroerteaanval
beroerte-aanvalle	NSM beroerteaanval
Beryl_Keerweg	NEE Berylkeerweg
Beryl-keerweg	NEE Berylkeerweg
beshu	NSE bêsjoe
beshu's	NSM bêsjoe
besigheidstudie-onderrig	NSE besigheidstudieonderrig
Besigheidstudie-onderrig	NSE besigheidstudieonderrig
besigheidstudie-onderwys	NSE besigheidstudieonderwys
Besigheidstudie-onderwys	NSE besigheidstudieonderwys
besigheidstudies-onderwys	NSE besigheidstudiesonderwys
besittingsloos	ASP besittingloos
besittingslose	ASA besittingloos	NSE besittinglose
besittingsloses	NSM besittinglose
besproeiings-ontwikkeling	NSE besproeiingsontwikkeling
Bessel-funksie	NSE besselfunksie
Bessel-funksies	NSM besselfunksie
bestendige-toestandheelal	NSE bestendigetoestandheelal
bestendige-toestandkosmologie	NSE bestendigetoestandkosmologie
bestendige-toestandmodel	NSE bestendigetoestandmodel
bestendige-toestand-teorie	NSE bestendigetoestandteorie
bestuurposisie	NSE bestuursposisie
bestuurswetenskappe-onderwys	NSE bestuurswetenskappeonderwys
beta-emissie	NSE betaemissie
beta-glukaan	NSE betaglukaan
beta-glukane	NSM betaglukaan
beta-verdeling	NSE betaverdeling
Beta-verdeling	NSE betaverdeling
beta-verdelinge	NSM betaverdeling
Beta-verdelinge	NSM betaverdeling
beta-verdelings	NSM betaverdeling
Beta-verdelings	NSM betaverdeling
betekenis-skakering	NSE betekenisskakering
betekenis-skakeringe	NSM betekenisskakering
betekenis-skakerings	NSM betekenisskakering
Betsie_Verwoerd-straat	NEE Betsie_Verwoerdstraat
beukenhout	NSE beukehout
beukenhoutbome	NSM beukehoutboom
beukenhoutboom	NSE beukehoutboom
beukenhoute	NSM beukehout
Bevel_nisi	NSE bevel_nisi
Beyers_Naudé-laan	NEE Beyers_Naudélaan
Beyers_Naudé-rylaan	NEE Beyers_Naudérylaan
Biden-administrasie	NSE Bidenadministrasie
biekie	ASP bietjie	BS bietjie	NSE bietjie
biekie-biekie	BS bietjie-bietjie
bikini-meisie	NSE bikinimeisie
bikini-meisies	NSM bikinimeisie
BIng-graad	NSE B.Ing.-graad
BIng-grade	NSM B.Ing.-graad
BIng-graduandi	NSM B.Ing.-graduandus
BIng-graduandus	NSE B.Ing.-graduandus
BIng-graduandusse	NSM B.Ing.-graduandus
BIng-program	NSE B.Ing.-program
BIng-programme	NSM B.Ing.-program
binne-aars	ASP binneaars	BS binneaars
binne-aarse	ASA binneaars
binne-afwerking	NSE binneafwerking
binne-oewer	NSE binneoewer
binne-oewers	NSM binneoewer
binneshuis	ASP binnenshuis	BS binnenshuis
binneshuise	ASA binnenshuis
bio-aanpaksel	NSE bioaanpaksel
bio-aanpaksels	NSM bioaanpaksel
bio-aanpassing	NSE bioaanpassing
bio-afbreekbaarheid	NSE bioafbreekbaarheid
bio-aktief	ASP bioaktief
bio-aktiewe	ASA bioaktief
bio-anorganies	ASP bioanorganies
bio-anorganiese	ASA bioanorganies
bio-borrel	NSE bioborrel
bio-borrels	NSM bioborrel
biochemie-afdeling	NSE biochemieafdeling
biochemie-kursus	NSE biochemiekursus
biochemie-kursusse	NSM biochemiekursus
bio-ekonomie	NSE bioëkonomie
bio-element	NSE bioëlement
bio-elemente	NSM bioëlement
bio-energetiek	NSE bioënergetiek
bio-energie	NSE bioënergie
bio-etanol	NSE bioëtanol
bio-etanolproduksie	NSE bioëtanolproduksie
bio-etiek-onderrig	NSE bio-etiekonderrig
bio-ketel	NSE bioketel
bio-ketels	NSM bioketel
bio-plastiek	NSE bioplastiek
bio-produksie	NSE bioproduksie
bio-prosesingenieur	NSE bioprosesingenieur
bio-prosesingenieurs	NSM bioprosesingenieur
bio-prosesingenieurswese	NSE bioprosesingenieurswese
biosiedes	NSM bioside
Biskop_P.D.K._Tjijombo-straat	NEE Biskop_PDK_Tjijombostraat
Biskop_PDK_Tjijombo-straat	NEE Biskop_PDK_Tjijombostraat
BJur	NSE B.Jur.
blinkblaar-wag-'n-bietjie-bos	NSE blinkblaar-wag-'n-bietjiebos
blinkblaar-wag-'n-bietjie-bosse	NSM blinkblaar-wag-'n-bietjiebos
BLitt	NSE B.Litt.
bloed/alkohol-konsentrasie	NSE bloed/alkoholkonsentrasie
bloed/alkohol-konsentrasies	NSM bloed/alkoholkonsentrasie
bloed:alkoholkonsentrasie	NSE bloed/alkoholkonsentrasie
bloed:alkohol-konsentrasie	NSE bloed/alkoholkonsentrasie
bloed:alkoholkonsentrasies	NSM bloed/alkoholkonsentrasie
bloed:alkohol-konsentrasies	NSM bloed/alkoholkonsentrasie
bloedbreinskans	NSE bloed-breinskans
bloed-brein-skans	NSE bloed-breinskans
bloed-uit	BS bloeduit
Bloemfontein-konvensie	NEE Bloemfonteinkonvensie
blokketting-netwerk	NSE blokkettingnetwerk
blokketting-netwerke	NSM blokkettingnetwerk
blokketting-tegnologie	NSE blokkettingtegnologie
blom-ertjie	NSE blomertjie
blom-ertjies	NSM blomertjie
blou-aap	NSE blouaap
blou-agterblyer	NSE blouagterblyer
blou-agterblyers	NSM blouagterblyer
blou-ape	NSM blouaap
blou-asbes	NSE blouasbes
blouboordjie-werker	NSE blouboordjiewerker
blouboordjie-werkers	NSM blouboordjiewerker
blou-geverf	ASP blougeverf
blou-geverfde	ASA blougeverf
bloukaas-liefhebber	NSE bloukaasliefhebber
bloukaas-liefhebbers	NSM bloukaasliefhebber
bloustert-harder	NSE bloustertharder
bloustert-harders	NSM bloustertharder
bly-of-gly-debat	NSE bly-of-glydebat
bly-of-gly-debatte	NSM bly-of-glydebat
